Team #,0,1,2,3,4,5,Elo
3335,2,0,0,0,0,0,1495
6692,2,0,0,0,0,0,1408
2172,2,0,0,0,0,0,1458
6809,2,0,0,0,0,0,1485
5547,2,0,0,0,0,0,1516
7811,2,0,0,0,0,0,1476
6542,2,0,0,0,0,0,1420
617,2,0,0,0,0,0,1369
3204,2,0,0,0,0,0,1391
6731,2,0,0,0,0,0,1474
1596,2,0,0,0,0,0,1638
3242,2,0,0,0,0,0,1457
1246,2,0,0,0,0,0,1546
7429,2,0,0,0,0,0,1461
7222,2,0,0,0,0,0,1538
5213,2,0,0,0,0,0,1411
7833,2,0,0,0,0,0,1440
6045,2,0,0,0,0,0,1482
2186,2,0,0,0,0,0,1448
3646,2,0,0,0,0,0,1590
5424,2,0,0,0,0,0,1594
7729,2,0,0,0,0,0,1441
2839,2,0,0,0,0,0,1593
1719,2,0,0,0,0,0,1552
2051,2,0,0,0,0,0,1464
7460,2,0,0,0,0,0,1485
7128,2,0,0,0,0,0,1449
7179,2,0,0,0,0,0,1621
4080,2,0,0,0,0,0,1500
6386,2,0,0,0,0,0,1522
3562,2,0,0,0,0,0,1410
5136,2,0,0,0,0,0,1498
5465,2,0,0,0,0,0,1436
4055,2,0,0,0,0,0,1567
7537,2,0,0,0,0,0,1469
7323,2,0,0,0,0,0,1429
2969,2,0,0,0,0,0,1371
4127,2,0,0,0,0,0,1480
7038,2,0,0,0,0,0,1463
7321,2,0,0,0,0,0,1369
7826,2,0,0,0,0,0,1421
4949,2,0,0,0,0,0,1379
5659,2,0,0,0,0,0,1512
3598,2,0,0,0,0,0,1593
203,2,0,0,0,0,0,1562
5614,2,0,0,0,0,0,1557
743,2,0,0,0,0,0,1491
6150,2,0,0,0,0,0,1489
7611,2,0,0,0,0,0,1428
7789,2,0,0,0,0,0,1466
7788,2,0,0,0,0,0,1472
6530,2,0,0,0,0,0,1458
4187,2,0,0,0,0,0,1425
4276,1,1,1,1,1,1,1584
2220,1,1,1,1,1,1,1670
781,1,1,1,1,1,1,1444
3882,1,1,1,1,1,1,1564
2579,1,1,1,1,1,1,1481
1293,1,1,1,1,1,1,1573
6886,1,1,1,1,1,1,1593
6153,1,1,1,1,1,1,1622
6579,1,1,1,1,1,1,1540
2129,1,1,1,1,1,1,1448
7762,1,1,1,1,1,1,1497
5806,1,1,1,1,1,1,1514
2641,1,1,1,1,1,1,1618
5843,1,1,1,1,1,1,1581
2493,1,1,1,1,1,1,1499
841,1,1,1,1,1,1,1501
4328,1,1,1,1,1,1,1493
6804,1,1,1,1,1,1,1513
45,1,1,1,1,1,1,1601
6500,1,1,1,1,1,1,1584
123,1,1,1,1,1,1,1548
6618,1,1,1,1,1,1,1595
4682,1,1,1,1,1,0,1461
1466,1,1,1,1,1,0,1526
1989,1,1,1,1,1,0,1457
4702,1,1,1,1,1,0,1444
3648,1,1,1,1,1,0,1471
313,1,1,1,1,1,0,1468
7443,1,1,1,1,1,0,1506
5660,1,1,1,1,1,0,1525
3555,1,1,1,1,0,0,1716
496,1,1,1,1,0,0,1389
5829,1,1,1,1,0,0,1481
4925,1,1,1,1,0,0,1476
6762,1,1,1,1,0,0,1455
4093,1,1,1,1,0,0,1468
1991,1,1,1,1,0,0,1568
698,1,1,1,1,0,0,1455
1661,1,1,1,1,0,0,1473
2191,1,1,1,1,0,0,1528
6177,1,1,1,1,0,0,1471
1735,1,1,1,1,0,0,1516
2508,1,1,1,1,0,0,1506
2010,1,1,1,1,0,0,1468
6712,1,1,1,1,0,0,1458
5858,1,1,1,1,0,0,1441
5243,1,1,1,1,0,0,1513
4466,1,1,1,1,0,0,1458
1230,1,1,1,1,0,0,1403
167,1,1,1,1,0,0,1610
4819,1,1,1,1,0,0,1574
5261,1,1,1,1,0,0,1510
4277,1,1,1,1,0,0,1446
4012,1,1,1,1,0,0,1419
4637,1,1,1,0,0,0,1550
2077,1,1,1,0,0,0,1612
6974,1,1,1,0,0,0,1528
3455,1,1,1,0,0,0,1556
5934,1,1,1,0,0,0,1600
7237,1,1,1,0,0,0,1452
2399,1,1,1,0,0,0,1619
7318,1,1,1,0,0,0,1445
3799,1,1,1,0,0,0,1506
7619,1,1,1,0,0,0,1451
4191,1,1,1,0,0,0,1478
6381,1,1,1,0,0,0,1481
74,1,1,1,0,0,0,1644
3488,1,1,1,0,0,0,1556
4688,1,1,1,0,0,0,1637
2259,1,1,1,0,0,0,1388
5071,1,1,1,0,0,0,1448
3250,1,1,1,0,0,0,1532
4547,1,1,1,0,0,0,1476
7890,1,1,1,0,0,0,1614
6132,1,1,1,0,0,0,1526
1538,1,1,1,0,0,0,1615
7505,1,1,1,0,0,0,1439
1750,1,1,1,0,0,0,1495
4085,1,1,1,0,0,0,1574
2264,1,1,1,0,0,0,1502
5161,1,1,1,0,0,0,1474
5038,1,1,1,0,0,0,1531
6637,1,1,1,0,0,0,1590
2950,1,1,1,0,0,0,1376
7451,1,1,1,0,0,0,1561
6905,1,1,1,0,0,0,1371
7165,1,1,1,0,0,0,1530
6624,1,1,1,0,0,0,1485
7309,1,1,1,0,0,0,1414
3536,1,1,1,0,0,0,1634
4973,1,1,1,0,0,0,1503
7656,1,1,1,0,0,0,1573
4269,1,1,0,0,0,0,1534
4514,1,1,0,0,0,0,1501
1094,1,1,0,0,0,0,1596
4392,1,1,0,0,0,0,1611
3070,1,1,0,0,0,0,1490
5852,1,1,0,0,0,0,1502
2375,1,1,0,0,0,0,1612
1744,1,1,0,0,0,0,1627
6723,1,1,0,0,0,0,1550
6022,1,1,0,0,0,0,1466
5530,1,1,0,0,0,0,1629
815,1,1,0,0,0,0,1524
4325,1,1,0,0,0,0,1565
6656,1,1,0,0,0,0,1491
7214,1,1,0,0,0,0,1474
4624,1,1,0,0,0,0,1528
7220,1,1,0,0,0,0,1517
691,1,1,0,0,0,0,1526
5298,1,1,0,0,0,0,1469
5534,1,1,0,0,0,0,1481
4455,1,1,0,0,0,0,1375
383,1,1,0,0,0,0,1538
3597,1,1,0,0,0,0,1516
3205,1,1,0,0,0,0,1540
3721,1,1,0,0,0,0,1559
5046,1,1,0,0,0,0,1597
2584,1,1,0,0,0,0,1533
5883,1,1,0,0,0,0,1666
5930,1,1,0,0,0,0,1578
6103,1,1,0,0,0,0,1436
1504,1,1,0,0,0,0,1603
7275,1,1,0,0,0,0,1466
322,1,1,0,0,0,0,1341
999,1,1,0,0,0,0,1529
4728,1,1,0,0,0,0,1605
3743,1,1,0,0,0,0,1540
6989,1,1,0,0,0,0,1470
6417,1,1,0,0,0,0,1553
7602,1,1,0,0,0,0,1500
1247,1,1,0,0,0,0,1510
6945,1,1,0,0,0,0,1560
1828,1,1,0,0,0,0,1491
5841,1,1,0,0,0,0,1415
7738,1,1,0,0,0,0,1548
7198,1,1,0,0,0,0,1524
5505,1,1,0,0,0,0,1588
2927,1,1,0,0,0,0,1460
6819,1,1,0,0,0,0,1463
6943,1,1,0,0,0,0,1473
6960,1,1,0,0,0,0,1370
3881,1,1,0,0,0,0,1528
1099,1,1,0,0,0,0,1588
7717,1,1,0,0,0,0,1430
7468,1,1,0,0,0,0,1474
3556,1,1,0,0,0,0,1523
7425,1,1,0,0,0,0,1530
1657,1,1,0,0,0,0,1555
2872,1,1,0,0,0,0,1454
7598,1,1,0,0,0,0,1507
7530,1,1,0,0,0,0,1471
7700,1,1,0,0,0,0,1457
7431,1,1,0,0,0,0,1525
5684,1,1,0,0,0,0,1663
3679,1,1,0,0,0,0,1612
6928,1,1,0,0,0,0,1503
7509,1,1,0,0,0,0,1540
7244,1,1,0,0,0,0,1462
2773,1,1,0,0,0,0,1454
6909,1,1,0,0,0,0,1511
5708,1,1,0,0,0,0,1427
4216,1,1,0,0,0,0,1600
28,1,1,0,0,0,0,1454
4301,1,1,0,0,0,0,1514
6076,1,1,0,0,0,0,1476
6000,1,1,0,0,0,0,1450
7522,1,1,0,0,0,0,1560
6348,1,1,0,0,0,0,1483
5084,1,1,0,0,0,0,1605
1289,1,1,0,0,0,0,1515
7152,1,1,0,0,0,0,1516
7067,1,1,0,0,0,0,1437
7444,1,1,0,0,0,0,1497
5494,1,1,0,0,0,0,1396
6238,1,1,0,0,0,0,1446
6107,1,1,0,0,0,0,1474
6921,1,1,0,0,0,0,1430
6860,1,1,0,0,0,0,1427
4232,1,1,0,0,0,0,1446
5535,1,1,0,0,0,0,1490
3737,1,1,0,0,0,0,1643
3408,1,1,0,0,0,0,1505
3745,1,1,0,0,0,0,1398
7858,1,1,0,0,0,0,1510
2620,1,1,0,0,0,0,1575
2081,1,1,0,0,0,0,1548
4955,1,1,0,0,0,0,1431
4496,1,1,0,0,0,0,1393
7185,1,1,0,0,0,0,1392
5831,1,1,0,0,0,0,1450
2078,1,1,0,0,0,0,1438
7574,1,1,0,0,0,0,1477
7491,1,1,0,0,0,0,1575
6821,1,1,0,0,0,0,1484
5291,1,1,0,0,0,0,1566
5663,1,1,0,0,0,0,1623
7913,1,1,0,0,0,0,1462
5176,1,1,0,0,0,0,1552
1225,1,1,0,0,0,0,1475
1797,1,1,0,0,0,0,1592
6963,1,1,0,0,0,0,1561
4458,1,1,0,0,0,0,1577
5676,1,1,0,0,0,0,1696
5546,1,1,0,0,0,0,1548
7479,1,1,0,0,0,0,1450
7737,1,1,0,0,0,0,1440
2789,1,1,0,0,0,0,1463
4965,1,1,0,0,0,0,1629
5418,1,1,0,0,0,0,1432
3179,1,1,0,0,0,0,1502
2530,1,1,0,0,0,0,1523
7719,1,1,0,0,0,0,1409
7615,1,1,0,0,0,0,1440
6825,1,1,0,0,0,0,1421
7709,1,1,0,0,0,0,1449
7169,1,1,0,0,0,0,1496
2896,1,1,0,0,0,0,1459
6856,1,1,0,0,0,0,1392
6528,1,1,0,0,0,0,1654
7250,1,1,0,0,0,0,1474
5732,1,1,0,0,0,0,1458
6922,1,1,0,0,0,0,1442
7845,1,1,0,0,0,0,1542
3006,1,1,0,0,0,0,1452
5109,1,1,0,0,0,0,1612
5762,1,1,0,0,0,0,1536
61,1,1,0,0,0,0,1625
3067,1,1,0,0,0,0,1417
6865,1,1,0,0,0,0,1409
6850,1,1,0,0,0,0,1452
5193,1,1,0,0,0,0,1601
1492,1,1,0,0,0,0,1593
1739,1,1,0,0,0,0,1483
5141,1,1,0,0,0,0,1473
7782,1,1,0,0,0,0,1584
2347,1,1,0,0,0,0,1508
4567,1,1,0,0,0,0,1376
4984,1,1,0,0,0,0,1502
7449,1,1,0,0,0,0,1578
568,1,1,0,0,0,0,1442
6955,1,1,0,0,0,0,1471
3807,1,0,0,0,0,0,1447
7590,1,0,0,0,0,0,1463
4405,1,0,0,0,0,0,1557
6593,1,0,0,0,0,0,1481
2554,1,0,0,0,0,0,1516
6929,1,0,0,0,0,0,1481
6300,1,0,0,0,0,0,1618
1810,1,0,0,0,0,0,1558
6917,1,0,0,0,0,0,1455
5412,1,0,0,0,0,0,1436
7721,1,0,0,0,0,0,1467
6068,1,0,0,0,0,0,1599
7187,1,0,0,0,0,0,1570
7272,1,0,0,0,0,0,1422
7524,1,0,0,0,0,0,1331
3691,1,0,0,0,0,0,1525
7434,1,0,0,0,0,0,1445
2840,1,0,0,0,0,0,1482
4630,1,0,0,0,0,0,1485
3328,1,0,0,0,0,0,1461
5490,1,0,0,0,0,0,1453
122,1,0,0,0,0,0,1576
2909,1,0,0,0,0,0,1457
5863,1,0,0,0,0,0,1432
3137,1,0,0,0,0,0,1509
5288,1,0,0,0,0,0,1438
6451,1,0,0,0,0,0,1610
854,1,0,0,0,0,0,1534
5705,1,0,0,0,0,0,1445
2444,1,0,0,0,0,0,1545
2973,1,0,0,0,0,0,1474
7500,1,0,0,0,0,0,1485
3777,1,0,0,0,0,0,1562
7235,1,0,0,0,0,0,1450
2848,1,0,0,0,0,0,1559
339,1,0,0,0,0,0,1583
6704,1,0,0,0,0,0,1408
6690,1,0,0,0,0,0,1473
2164,1,0,0,0,0,0,1486
3036,1,0,0,0,0,0,1431
5179,1,0,0,0,0,0,1491
6600,1,0,0,0,0,0,1442
585,1,0,0,0,0,0,1368
4982,1,0,0,0,0,0,1475
6823,1,0,0,0,0,0,1554
6642,1,0,0,0,0,0,1489
4656,1,0,0,0,0,0,1583
7677,1,0,0,0,0,0,1498
7053,1,0,0,0,0,0,1513
6141,1,0,0,0,0,0,1500
7072,1,0,0,0,0,0,1571
5480,1,0,0,0,0,0,1464
4337,1,0,0,0,0,0,1518
6932,1,0,0,0,0,0,1452
5493,1,0,0,0,0,0,1463
7905,1,0,0,0,0,0,1458
4212,1,0,0,0,0,0,1415
6646,1,0,0,0,0,0,1605
5672,1,0,0,0,0,0,1417
1277,1,0,0,0,0,0,1621
4663,1,0,0,0,0,0,1499
5257,1,0,0,0,0,0,1482
7546,1,0,0,0,0,0,1454
7030,1,0,0,0,0,0,1498
3998,1,0,0,0,0,0,1605
4473,1,0,0,0,0,0,1486
3650,1,0,0,0,0,0,1481
1759,1,0,0,0,0,0,1383
5230,1,0,0,0,0,0,1520
4765,1,0,0,0,0,0,1456
7412,1,0,0,0,0,0,1439
5316,1,0,0,0,0,0,1529
6640,1,0,0,0,0,0,1543
7742,1,0,0,0,0,0,1380
2560,1,0,0,0,0,0,1523
7760,1,0,0,0,0,0,1440
2439,1,0,0,0,0,0,1410
4229,1,0,0,0,0,0,1449
3577,1,0,0,0,0,0,1437
7692,1,0,0,0,0,0,1438
3090,1,0,0,0,0,0,1487
7106,1,0,0,0,0,0,1468
7885,1,0,0,0,0,0,1477
3526,1,0,0,0,0,0,1494
7047,1,0,0,0,0,0,1500
6515,1,0,0,0,0,0,1410
2926,1,0,0,0,0,0,1512
6186,1,0,0,0,0,0,1452
4661,1,0,0,0,0,0,1398
7045,1,0,0,0,0,0,1439
6489,1,0,0,0,0,0,1506
4008,1,0,0,0,0,0,1399
5162,1,0,0,0,0,0,1411
4625,1,0,0,0,0,0,1384
4929,1,0,0,0,0,0,1531
6027,1,0,0,0,0,0,1550
7154,1,0,0,0,0,0,1580
968,1,0,0,0,0,0,1518
1308,1,0,0,0,0,0,1380
7144,1,0,0,0,0,0,1462
6304,1,0,0,0,0,0,1570
2604,1,0,0,0,0,0,1465
2190,1,0,0,0,0,0,1477
5265,1,0,0,0,0,0,1471
7795,1,0,0,0,0,0,1503
7744,1,0,0,0,0,0,1490
6193,1,0,0,0,0,0,1648
7759,1,0,0,0,0,0,1459
6087,1,0,0,0,0,0,1584
5219,1,0,0,0,0,0,1399
4802,1,0,0,0,0,0,1320
4166,1,0,0,0,0,0,1357
6709,1,0,0,0,0,0,1445
7770,1,0,0,0,0,0,1537
3822,1,0,0,0,0,0,1459
5912,1,0,0,0,0,0,1513
4306,1,0,0,0,0,0,1472
7521,1,0,0,0,0,0,1690
3692,1,0,0,0,0,0,1504
6744,1,0,0,0,0,0,1519
6499,1,0,0,0,0,0,1422
6803,1,0,0,0,0,0,1600
4213,1,0,0,0,0,0,1664
1982,1,0,0,0,0,0,1551
6512,1,0,0,0,0,0,1475
3834,1,0,0,0,0,0,1513
5986,1,0,0,0,0,0,1487
457,1,0,0,0,0,0,1492
5173,1,0,0,0,0,0,1556
2915,1,0,0,0,0,0,1540
5542,1,0,0,0,0,0,1477
3651,1,0,0,0,0,0,1433
3465,1,0,0,0,0,0,1446
5290,1,0,0,0,0,0,1441
5247,1,0,0,0,0,0,1507
3889,1,0,0,0,0,0,1462
7497,1,0,0,0,0,0,1470
2795,1,0,0,0,0,0,1481
7664,1,0,0,0,0,0,1561
3635,1,0,0,0,0,0,1674
1699,1,0,0,0,0,0,1535
4383,1,0,0,0,0,0,1426
7562,1,0,0,0,0,0,1454
5816,1,0,0,0,0,0,1536
4373,1,0,0,0,0,0,1527
1143,1,0,0,0,0,0,1578
5248,1,0,0,0,0,0,1567
4461,1,0,0,0,0,0,1402
4395,1,0,0,0,0,0,1541
3525,1,0,0,0,0,0,1501
6988,1,0,0,0,0,0,1474
3122,1,0,0,0,0,0,1491
4219,1,0,0,0,0,0,1476
5948,1,0,0,0,0,0,1527
7828,1,0,0,0,0,0,1391
4075,1,0,0,0,0,0,1475
2978,1,0,0,0,0,0,1509
5224,1,0,0,0,0,0,1649
3843,1,0,0,0,0,0,1434
4024,1,0,0,0,0,0,1413
4595,1,0,0,0,0,0,1514
6655,1,0,0,0,0,0,1421
3026,1,0,0,0,0,0,1431
70,1,0,0,0,0,0,1591
5641,1,0,0,0,0,0,1649
4664,1,0,0,0,0,0,1411
2333,1,0,0,0,0,0,1536
2449,1,0,0,0,0,0,1526
5403,1,0,0,0,0,0,1546
1144,1,0,0,0,0,0,1448
2064,1,0,0,0,0,0,1592
4480,1,0,0,0,0,0,1422
597,1,0,0,0,0,0,1610
6729,1,0,0,0,0,0,1503
6553,1,0,0,0,0,0,1378
3389,1,0,0,0,0,0,1517
5586,1,0,0,0,0,0,1458
6830,1,0,0,0,0,0,1424
7195,1,0,0,0,0,0,1537
3096,1,0,0,0,0,0,1404
6097,1,0,0,0,0,0,1498
6544,1,0,0,0,0,0,1500
6758,1,0,0,0,0,0,1482
6964,1,0,0,0,0,0,1551
7796,1,0,0,0,0,0,1519
5935,1,0,0,0,0,0,1484
5992,1,0,0,0,0,0,1599
4763,1,0,0,0,0,0,1469
5155,1,0,0,0,0,0,1663
7113,1,0,0,0,0,0,1415
5459,1,0,0,0,0,0,1480
2495,1,0,0,0,0,0,1491
1065,1,0,0,0,0,0,1550
7601,1,0,0,0,0,0,1370
3300,1,0,0,0,0,0,1397
6353,1,0,0,0,0,0,1501
193,1,0,0,0,0,0,1561
5434,1,0,0,0,0,0,1564
6831,1,0,0,0,0,0,1459
7880,1,0,0,0,0,0,1471
5616,1,0,0,0,0,0,1403
5027,1,0,0,0,0,0,1332
6050,1,0,0,0,0,0,1454
21,1,0,0,0,0,0,1546
5461,1,0,0,0,0,0,1483
1080,1,0,0,0,0,0,1503
1537,1,0,0,0,0,0,1442
287,1,0,0,0,0,0,1595
7563,1,0,0,0,0,0,1462
6532,1,0,0,0,0,0,1426
7591,1,0,0,0,0,0,1478
7674,1,0,0,0,0,0,1482
3951,1,0,0,0,0,0,1499
3397,1,0,0,0,0,0,1517
4584,1,0,0,0,0,0,1527
6063,1,0,0,0,0,0,1444
1772,1,0,0,0,0,0,1660
5583,1,0,0,0,0,0,1438
7251,1,0,0,0,0,0,1583
1763,1,0,0,0,0,0,1509
2461,1,0,0,0,0,0,1510
7440,1,0,0,0,0,0,1404
4775,1,0,0,0,0,0,1572
7158,1,0,0,0,0,0,1475
7033,1,0,0,0,0,0,1452
6958,1,0,0,0,0,0,1541
7055,1,0,0,0,0,0,1435
81,1,0,0,0,0,0,1421
7620,1,0,0,0,0,0,1610
121,1,0,0,0,0,0,1563
5348,1,0,0,0,0,0,1558
6957,1,0,0,0,0,0,1426
3212,1,0,0,0,0,0,1493
3930,1,0,0,0,0,0,1527
3723,1,0,0,0,0,0,1382
2450,1,0,0,0,0,0,1441
4562,1,0,0,0,0,0,1455
4506,1,0,0,0,0,0,1535
554,1,0,0,0,0,0,1573
5229,1,0,0,0,0,0,1504
5982,1,0,0,0,0,0,1451
7155,1,0,0,0,0,0,1418
4632,1,0,0,0,0,0,1480
1245,1,0,0,0,0,0,1588
494,1,0,0,0,0,0,1697
4125,1,0,0,0,0,0,1637
7554,1,0,0,0,0,0,1416
3633,1,0,0,0,0,0,1490
3929,1,0,0,0,0,0,1579
7514,1,0,0,0,0,0,1526
5420,1,0,0,0,0,0,1565
2875,1,0,0,0,0,0,1542
3712,1,0,0,0,0,0,1384
2531,1,0,0,0,0,0,1442
6986,1,0,0,0,0,0,1633
6067,1,0,0,0,0,0,1610
3268,1,0,0,0,0,0,1567
7242,1,0,0,0,0,0,1412
4104,1,0,0,0,0,0,1416
6055,1,0,0,0,0,0,1580
7109,1,0,0,0,0,0,1478
4010,1,0,0,0,0,0,1489
7560,1,0,0,0,0,0,1425
7689,1,0,0,0,0,0,1401
5135,1,0,0,0,0,0,1432
3405,1,0,0,0,0,0,1496
7686,1,0,0,0,0,0,1424
4521,1,0,0,0,0,0,1441
5509,1,0,0,0,0,0,1610
6978,1,0,0,0,0,0,1439
1583,1,0,0,0,0,0,1489
5835,1,0,0,0,0,0,1347
589,1,0,0,0,0,0,1490
5312,1,0,0,0,0,0,1616
3313,1,0,0,0,0,0,1612
6721,1,0,0,0,0,0,1502
4203,1,0,0,0,0,0,1398
7850,1,0,0,0,0,0,1433
5624,1,0,0,0,0,0,1511
1660,1,0,0,0,0,0,1454
2987,1,0,0,0,0,0,1594
7728,1,0,0,0,0,0,1472
7311,1,0,0,0,0,0,1380
3058,1,0,0,0,0,0,1496
5781,1,0,0,0,0,0,1509
4019,1,0,0,0,0,0,1397
6631,1,0,0,0,0,0,1498
7458,1,0,0,0,0,0,1554
5800,1,0,0,0,0,0,1449
3606,1,0,0,0,0,0,1498
2905,1,0,0,0,0,0,1502
6397,1,0,0,0,0,0,1490
5570,1,0,0,0,0,0,1351
4376,1,0,0,0,0,0,1559
5454,1,0,0,0,0,0,1539
3546,1,0,0,0,0,0,1622
3627,1,0,0,0,0,0,1508
5025,1,0,0,0,0,0,1498
6527,1,0,0,0,0,0,1517
5448,1,0,0,0,0,0,1443
3072,1,0,0,0,0,0,1582
7314,1,0,0,0,0,0,1392
4913,1,0,0,0,0,0,1611
7594,1,0,0,0,0,0,1435
7668,1,0,0,0,0,0,1432
5887,1,0,0,0,0,0,1496
6180,1,0,0,0,0,0,1420
4485,1,0,0,0,0,0,1519
7763,1,0,0,0,0,0,1610
7907,1,0,0,0,0,0,1419
5965,1,0,0,0,0,0,1497
3602,1,0,0,0,0,0,1543
6632,1,0,0,0,0,0,1520
7741,1,0,0,0,0,0,1531
4940,1,0,0,0,0,0,1503
5973,1,0,0,0,0,0,1430
231,1,0,0,0,0,0,1710
7740,1,0,0,0,0,0,1486
4604,1,0,0,0,0,0,1441
5848,1,0,0,0,0,0,1413
6075,1,0,0,0,0,0,1385
2232,1,0,0,0,0,0,1475
4486,1,0,0,0,0,0,1639
839,1,0,0,0,0,0,1449
7023,1,0,0,0,0,0,1445
3875,1,0,0,0,0,0,1580
7804,1,0,0,0,0,0,1498
3277,1,0,0,0,0,0,1449
648,1,0,0,0,0,0,1477
4057,1,0,0,0,0,0,1635
3352,1,0,0,0,0,0,1553
2855,1,0,0,0,0,0,1425
3373,1,0,0,0,0,0,1487
7495,1,0,0,0,0,0,1479
5283,1,0,0,0,0,0,1458
6968,1,0,0,0,0,0,1452
6001,1,0,0,0,0,0,1472
7298,1,0,0,0,0,0,1470
7147,1,0,0,0,0,0,1389
4247,1,0,0,0,0,0,1425
6099,1,0,0,0,0,0,1553
7088,1,0,0,0,0,0,1481
6840,1,0,0,0,0,0,1417
6753,1,0,0,0,0,0,1578
433,1,0,0,0,0,0,1622
3985,1,0,0,0,0,0,1505
2827,1,0,0,0,0,0,1431
7085,1,0,0,0,0,0,1460
5235,1,0,0,0,0,0,1485
4665,1,0,0,0,0,0,1481
4932,1,0,0,0,0,0,1552
564,1,0,0,0,0,0,1522
7549,1,0,0,0,0,0,1458
7658,1,0,0,0,0,0,1526
5563,1,0,0,0,0,0,1536
5977,1,0,0,0,0,0,1434
4694,1,0,0,0,0,0,1455
4648,1,0,0,0,0,0,1435
6668,1,0,0,0,0,0,1426
6358,1,0,0,0,0,0,1574
4907,1,0,0,0,0,0,1631
1965,1,0,0,0,0,0,1458
155,1,0,0,0,0,0,1480
5975,1,0,0,0,0,0,1485
6073,1,0,0,0,0,0,1500
2881,1,0,0,0,0,0,1633
7039,1,0,0,0,0,0,1611
6110,1,0,0,0,0,0,1525
2805,1,0,0,0,0,0,1463
7484,1,0,0,0,0,0,1446
1592,1,0,0,0,0,0,1533
6369,1,0,0,0,0,0,1503
2785,1,0,0,0,0,0,1421
806,1,0,0,0,0,0,1475
3535,1,0,0,0,0,0,1636
5709,1,0,0,0,0,0,1438
5837,1,0,0,0,0,0,1399
7143,1,0,0,0,0,0,1358
79,1,0,0,0,0,0,1467
5577,1,0,0,0,0,0,1490
2359,1,0,0,0,0,0,1482
6455,1,0,0,0,0,0,1522
3510,1,0,0,0,0,0,1396
5474,1,0,0,0,0,0,1472
1290,1,0,0,0,0,0,1432
7125,1,0,0,0,0,0,1386
4375,1,0,0,0,0,0,1572
5726,1,0,0,0,0,0,1414
5408,1,0,0,0,0,0,1553
4987,1,0,0,0,0,0,1566
6366,1,0,0,0,0,0,1530
2543,1,0,0,0,0,0,1578
2783,1,0,0,0,0,0,1551
1529,1,0,0,0,0,0,1502
4146,1,0,0,0,0,0,1575
4578,1,0,0,0,0,0,1531
6566,1,0,0,0,0,0,1508
6026,1,0,0,0,0,0,1505
6016,1,0,0,0,0,0,1477
4992,1,0,0,0,0,0,1555
6057,1,0,0,0,0,0,1464
7822,1,0,0,0,0,0,1466
3704,1,0,0,0,0,0,1485
4968,1,0,0,0,0,0,1496
1572,1,0,0,0,0,0,1619
7662,1,0,0,0,0,0,1519
7455,1,0,0,0,0,0,1469
6166,1,0,0,0,0,0,1328
3024,1,0,0,0,0,0,1454
6459,1,0,0,0,0,0,1437
6981,1,0,0,0,0,0,1437
1,1,0,0,0,0,0,1560
7616,1,0,0,0,0,0,1428
5276,1,0,0,0,0,0,1533
5901,1,0,0,0,0,0,1542
2626,1,0,0,0,0,0,1525
6355,1,0,0,0,0,0,1444
7234,1,0,0,0,0,0,1419
5655,1,0,0,0,0,0,1416
932,1,0,0,0,0,0,1621
3302,1,0,0,0,0,0,1570
5492,1,0,0,0,0,0,1617
5082,1,0,0,0,0,0,1486
6436,1,0,0,0,0,0,1456
6060,1,0,0,0,0,0,1526
4198,1,0,0,0,0,0,1609
7823,1,0,0,0,0,0,1552
3344,1,0,0,0,0,0,1461
3289,1,0,0,0,0,0,1511
6927,1,0,0,0,0,0,1386
2890,1,0,0,0,0,0,1456
283,1,0,0,0,0,0,1480
7540,1,0,0,0,0,0,1518
4692,1,0,0,0,0,0,1556
7126,1,0,0,0,0,0,1409
6077,1,0,0,0,0,0,1620
6657,1,0,0,0,0,0,1475
6086,1,0,0,0,0,0,1525
7077,1,0,0,0,0,0,1412
7722,1,0,0,0,0,0,1467
87,1,0,0,0,0,0,1443
6083,1,0,0,0,0,0,1569
4073,1,0,0,0,0,0,1487
709,1,0,0,0,0,0,1579
